checkpoint_id,checkpoint_name,checkpoint_slug,checkpoint_type,checkpoint_pattern,status,status_description,is_functional,is_published,working_time,latitude,longitude,address,subject_name,federal_district,foreign_country,foreign_checkpoint,transport_corridor,checkpoint_note,near_checkpoint_condition,checkpoint_working_mode_id,checkpoint_direction_id,branch_name,branch_phone,branch_email,branch_address,branch_working_time,branch_slug,source,confidence_level,last_updated
201,Нарьян-Мар,200,Морской пункт пропуска,Грузовой,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,True,,67.647187,53.002155,Российская федерация,Ненецкий автономный округ,Северо-Западный,,,Арктика,,0,4,4,Мурманский филиал,+7(815)279-83-23,odp-mrk@rosgranstroy.ru,"183008, Мурманская область, г. Мурманск,  проспект Ленина, д. 43 (7 этаж)  Телефоны: 8 (8152) 79−83−18 8 (8152) 79−83−19  Факс: 8 (8152) 79−83−20",График приема граждан:   — Директор филиала – каждый понедельник с 15.00 до 17.30;  — Заместитель директора – главный инженер – каждый вторник с 16.00 до 17.30;  — Начальник отдела по административной работе – каждая среда с 16.00 до 17.30;  — Начальник отдела по эксплуатации и обслуживанию – каждый четверг с 16.00 до 17.30.,murmanskiy,https://rosgranstroy.ru/api/map_data,high,2023-02-28T08:11:13.000000Z
52,Варандей,51,Морской пункт пропуска,Грузовой,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,68.800279,57.984684,"Ненецкий автономный округ, Варандейское нефтяное месторождение, БРП «Варандей». Юридический адрес: 166700, Ненецкий автономный округ, пос. Искателей, ул. Россихина, д.4",Ненецкий автономный округ,Северо-Западный,,,Арктика,,0,3,4,Мурманский филиал,+7(815)279-83-23,odp-mrk@rosgranstroy.ru,"183008, Мурманская область, г. Мурманск,  проспект Ленина, д. 43 (7 этаж)  Телефоны: 8 (8152) 79−83−18 8 (8152) 79−83−19  Факс: 8 (8152) 79−83−20",График приема граждан:   — Директор филиала – каждый понедельник с 15.00 до 17.30;  — Заместитель директора – главный инженер – каждый вторник с 16.00 до 17.30;  — Начальник отдела по административной работе – каждая среда с 16.00 до 17.30;  — Начальник отдела по эксплуатации и обслуживанию – каждый четверг с 16.00 до 17.30.,murmanskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-23T14:36:35.000000Z
34,Большой порт Санкт-Петербург,33,Морской пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,59.948243,30.194517,"г. Санкт-Петербург, Восточная часть Финского залива, Невская губа и устье реки Нева",Санкт-Петербург,Северо-Западный,,,Северо-Запад,,0,3,6,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-25T13:43:57.000000Z
161,Левашово,160,Воздушный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,True,,60.090118,30.19562,Российская федерация,Санкт-Петербург,Северо-Западный,,,Не является признаком отнесения к МТК,,0,2,1,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2023-02-28T08:06:11.000000Z
244,Пассажирский порт Санкт-Петербург,243,Морской пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,59.949253,30.194513,"г. Санкт-Петербург, берег Невской Губы,  проспект Крузенштерна, д.18",Санкт-Петербург,Северо-Западный,,,Северо-Запад,,0,3,6,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-17T14:14:53.000000Z
287,Санкт-Петербург (Пулково),286,Воздушный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,59.800311,30.26996,"централизованный пассажирский терминал: г. Санкт-Петербург, Пулковское шоссе, д. 41, литера 3А, 3В, 3Г; ЦДА «Пулково-2»: г. Санкт-Петербург, ул Стартовая, д. 17; ЦБА «Пулково-3»: г. Санкт-Петербург, Пулковское шоссе, д. 37, корп. 5, литера А",Санкт-Петербург,Северо-Западный,,,Не является признаком отнесения к МТК,,0,3,1,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T12:59:31.000000Z
286,Санкт-Петербург - Финляндский,285,Железнодорожный пункт пропуска,Пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,59.955816,30.356342,"195009, ж/д станция ""Санкт-Петербург-Финляндский"": Санкт-Петербург, пл. Ленина, д.6 лит Е. Здание административно-хозяйственное: Санкт-Петербург, ул. Боткинская, д. 1",Санкт-Петербург,Северо-Западный,Финляндия,Хельсинки,Не является признаком отнесения к МТК,,0,3,1,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T12:59:37.000000Z
168,Лудонка,167,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,57.132236,27.774503,"Псковская область, Пыталовский муниципальный округ, территория  Лудонка",Псковская область,Северо-Западный,Латвия,Виентули,Северо-Запад,,0,3,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-02T13:41:04.000000Z
339,Убылинка,338,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,56.87317,27.833766,"Псковская область, Пыталовский муниципальный округ, территория Убылинка",Псковская область,Северо-Западный,Латвия,Гребнево,Северо-Запад,,0,3,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T12:52:33.000000Z
273,Пыталово,272,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,57.0645000003278,27.9111000001431,"Псковская область, г. Пыталово, ул. Каупужа, д. 2А",Псковская область,Северо-Западный,Латвия,Карсава,Северо-Запад,,0,1,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T13:01:18.000000Z
309,Сторожинец,308,Озерный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,True,,58.574516,27.829775,Российская федерация,Псковская область,Северо-Западный,Эстония,Праага,Запад,,0,4,2,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2023-03-02T15:31:12.000000Z
155,Куничина Гора,154,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,57.832371,27.595687,"Псковская область, муниципальный округ Печорский, г. Печоры,  территория МАПП Куничина Гора",Псковская область,Северо-Западный,Эстония,Койдула,Северо-Запад,,0,3,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-03T14:28:31.000000Z
38,Брунишево,37,Автомобильный пункт пропуска,Пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Ежедневно с 08:00 до 20:00,57.538718,27.471549,"Псковская область, муниципальный округ Печорский, территория Брунишево",Псковская область,Северо-Западный,Латвия,Педедзе,Не является признаком отнесения к МТК,,0,3,1,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-25T13:39:51.000000Z
370,Шумилкино,369,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,57.644615,27.387415,"Псковская область, Печорский район, 60 км от г. Пскова по автодороге «Псков – Рига»",Псковская область,Северо-Западный,Эстония,Лухамаа,Северо-Запад,,0,3,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T12:48:30.000000Z
46,Бурачки,45,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,56.356309,28.197336,"Псковская область, Себежский муниципальный район, городское поселение ""Сосновый Бор"",  территория Бурачки",Псковская область,Северо-Западный,Латвия,Терехово,Северо-Запад,,0,3,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-23T14:43:22.000000Z
293,Себеж,292,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,56.3053999990225,28.4697999991477,"Псковская область, г. Себеж, ул. Вокзальная, д. 1",Псковская область,Северо-Западный,Латвия,Зилупе,Северо-Запад,,0,1,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T12:58:45.000000Z
148,Крупп,147,Автомобильный пункт пропуска,Пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,С 9.00-17.00,57.895767,27.817193,"Псковская обл., муниципальный округ Печорский, территория Крупп",Псковская область,Северо-Западный,Эстония,Саатсе,Не является признаком отнесения к МТК,,0,3,1,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-03T14:44:48.000000Z
271,Псков,270,Речной пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,True,,57.814291,28.326674,Российская федерация,Псковская область,Северо-Западный,Эстония,Праага,Запад,,0,4,2,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T13:01:33.000000Z
272,Псков (Кресты),271,Воздушный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,"По графику, при необходимости – круглосуточно",57.797501,28.39244,"Псковская область, г. Псков, ул. Германа, д. 34",Псковская область,Северо-Западный,,,Не является признаком отнесения к МТК,,0,2,1,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T13:01:23.000000Z
264,Посинь,263,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,True,,56.341761,28.248432,Российская федерация,Псковская область,Северо-Западный,Латвия,Зилупе,Запад,,0,3,2,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2023-02-28T08:19:50.000000Z
254,Печоры-Псковские,253,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,57.8357999995351,27.625300001353,"Псковская область, г. Печоры, ул. Железнодорожная, д .5",Псковская область,Северо-Западный,Эстония,Койдула,Северо-Запад,,0,3,6,Псковский филиал,+7(811)256-81-01,mail@rosgranstroy.ru,"180007, Псковская область, г. Псков, ул. М.Горького, д. 1, РОСБИЗНЕС центр (РБЦ), офис 230","Прием граждан осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 18.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). Запись на прием осуществляется ежедневно, кроме выходных и праздничных дней  с 9.00 до 17.00, по пятницам – до 16.00., (с 13.00 до 14.00 — обед). По адресу: г. Псков, ул. М. Горького д.1, РОСБИЗНЕСцентр (РБЦ), каб.231  Справочная информация по обращениям в Псковский филиал ФГКУ Росгранстрой: тел.8(8112) 56−81−01.",pskovskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T13:03:21.000000Z
70,Выборг,69,Железнодорожный пункт пропуска,Пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,60.715429,28.750744,"Ленинградская область, г. Выборг, ул. Железнодорожная, д.8А,1А",Ленинградская область,Северо-Западный,Финляндия,Вайниккала,Не является признаком отнесения к МТК,,0,3,1,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-19T13:22:00.000000Z
111,Ивангород,110,Пешеходный пункт пропуска,Пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,"Ежедневно, с 8.00 до 20.00",59.360621,28.200402,"188491, Ленинградская область, г. Ивангород,ул. Пионерская, д. 7",Ленинградская область,Северо-Западный,Эстония,Нарва,Не является признаком отнесения к МТК,,0,3,1,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-16T13:52:19.000000Z
113,Ивангород,112,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,С 26 октября 2025 года по 29 марта 2026 года пешеходная составляющая пункта пропуска функционирует с 08:00 до 00:00 в связи с переходом Эстонской Республики на зимнее время,59.376896,28.211033,"Ленинградская область, г. Ивангород, Кингисеппское шоссе, д.4",Ленинградская область,Северо-Западный,Эстония,Нарва,Северо-Запад,,0,3,6,Санкт-Петербургский филиал,+7(999)999-99-99,odp-spb@rosgranstroy.ru,"196070, Санкт-Петербург, ул.Бассейная, д.12, лит. А, пом. 37−Н",Будни; Выходные,sankt-peterburgskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-16T13:50:17.000000Z
